x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78
27.39066071974086,19.760371799482442,19.389092140004315,20.013763032960732,18.538511113387692,20.39892713806987,20.433611138252537,19.78180645855553,21.553955976269133,20.194846936503076,17.25354441430001,19.828897052213495,23.136646778392898,19.365880167712554,22.020474737396782,20.039580959688614,21.816784332690855,20.894236879884815,22.063771705040846,17.098370528920924,17.482739913256328,18.40006382249526,18.095222328244535,20.648165148551968,19.63725700255815,17.573491329238376,17.001779665569245,20.389791207618806,17.13200943273675,20.6699644614743,20.17344146366998,23.17047709153987,21.61137058116118,20.39498268091534,17.974791490431013,20.602345386195076,20.211146244845857,21.481731052829875,20.16153518166599,22.483390036556546,23.100354093368527,18.486463520297104,19.575288523324918,18.299847263756035,17.836889603166437,22.649528647419732,20.367013242415428,22.28685928381895,22.996709136236095,19.967671320197425,19.81040117729081,20.00626404395633,19.720639432743504,19.750603641667162,22.13171838517283,17.31418031742796,22.244961128998295,22.656930419606244,21.545325843778336,22.155110511784503,19.024751347959192,18.210358857940435,21.17001761116507,21.368654231812425,18.739461454039,16.286747697896914,18.832504271860497,17.718684679873245,17.834353633996795,21.136806193823094,21.576874578910058,21.133731336297412,20.61379428954283,19.650069932637102,19.38734270559697,20.1606762500203,19.11618271853511,20.419557227711977
19.760371799482442,25.18198137707843,20.03228651465794,17.725444916607334,18.437433540104447,16.70153506241523,20.064713662574597,18.653541531987948,19.944346001182804,17.849337980549937,16.863329606545484,19.307013909244986,20.297221404928344,19.119898050692242,21.359811384297746,17.41703390185028,19.80214747987715,18.957668877371272,20.52828782398787,15.991865041547877,17.00657891755178,18.712881308987473,18.71080629537457,19.215090005788515,17.502383073198367,17.193269108558965,17.428074658371724,19.815443919197985,15.842392832065155,19.683873922331816,18.89378973751395,22.624757694395264,18.027704845104722,21.021044038448665,18.295760126627485,19.808070636977522,20.538898623478634,19.99790944542607,20.574852858141508,20.36105548589489,20.43265199707312,17.425044703382163,19.21569185906837,18.316166221690896,16.905360853191613,20.090382790077467,19.340755821890625,20.727052761389302,19.873611892825725,19.934839959384895,19.73324626587103,19.592145066255167,18.973100280892943,18.01939467928685,21.07516246284599,17.036534695573447,21.242555089348848,20.919756517929287,18.856936595239887,21.28748956401115,18.712205444294028,18.306935473845243,19.188958124719807,19.81670178572381,16.616986660541436,16.767521659471203,19.096101968941344,18.13468856425038,18.053347127041967,20.263163744717716,18.755122805178473,19.50772894001063,19.781289697617957,17.201888590052963,18.330189698328482,20.175851980875553,18.320475553886396,19.78819323194928
19.389092140004315,20.03228651465794,25.34005216178871,17.43365919894228,18.263964967341117,17.946584147007975,20.567960236133008,18.444347303949108,20.339888234411667,17.074597624537,17.23138155257508,19.19531419806033,19.839146077484312,18.489190984779015,21.28404500022781,17.6981324692255,20.821170553965466,19.607919795811938,21.465115297585548,17.36623204162427,16.08286522759388,18.26918380572109,17.811432241338412,19.27823356134306,18.695198109333298,18.58632897746441,16.94989680089132,17.323272470890068,16.925246249066827,18.83911585668318,18.59210064397619,21.98113359505998,17.119205953032495,21.654574690612133,18.638994933466023,18.97775773615061,19.473146546469767,19.869687955326324,18.93612082444585,20.64069666606454,19.916614921878654,16.975950873365232,18.880070593525293,17.46927560343919,16.148018114848128,19.478074131016083,19.75657774854793,20.810862071226456,19.44131100241359,19.028661577964577,18.854542788044764,19.023372337773395,18.75454168880513,18.24036619015268,20.318456109071523,16.21188063568562,21.14301029897065,20.033329638162968,19.027650657977826,20.471026263436368,17.971880958389413,17.577792911982808,19.512424159677018,18.03871298561947,16.795146036271408,16.937386387641006,18.444559242592042,17.927232254645503,18.42584876711122,19.110831251696105,19.191808877324238,20.04074955010477,17.844106632278454,18.501504245669103,17.401781908002203,17.936644784992545,18.451177084491196,17.67928976864218
20.013763032960732,17.725444916607334,17.43365919894228,23.661974484742228,17.710429594847252,18.377388131435794,17.384375872816868,19.71185626420601,19.469540914495532,17.495520044460523,17.62168238543961,18.46430405443282,19.002728231493418,18.641186348700874,22.002197757119077,17.555811069008982,17.626466843348542,18.714123188983734,20.273211509888895,14.403524371162044,16.40686348958204,18.41311804325243,17.468598004974915,18.6437011462914,17.930183958778038,16.59151430281279,17.958827623645426,18.81615347054862,15.623139264608877,19.91142961812614,19.221344427716566,22.135953738253598,20.029565131041565,19.49766501655716,16.91653873511087,19.49906408255354,17.492002830243997,20.062985775773605,18.332913026888093,19.741080954841575,21.08909893358251,17.678366154156812,18.023591396874156,16.637783229090306,14.736214400163393,20.287539552620906,19.842838510050697,20.101532548265997,20.37025595935709,19.276336258359226,18.951609868127793,19.354148994396056,17.998338456720415,18.45952138427782,20.399844852256418,15.119851914792807,20.152591266170067,19.678013297961233,19.069137588023157,18.794382675941844,18.943153816464456,17.959714342352843,18.996647937509657,19.103801022675565,16.26034981704285,17.527927471005345,16.66384985918031,18.32023810681345,15.116971662747108,19.36862832771188,19.476943308931475,18.906703729110653,17.331936611984485,18.182721182431496,17.947672350796346,18.42235859659711,17.397862819316973,16.828204629235334
18.538511113387692,18.437433540104447,18.263964967341117,17.710429594847252,22.167678390401683,16.94662383367879,17.931054427004945,17.772879619274168,19.643213778646246,17.215975433205525,17.17556150422221,17.898368234849872,19.23900625150401,19.146380629804383,20.901649025566595,16.534853374258713,18.565501457229896,16.978519983439814,18.99148905536792,15.7848764805331,15.450157527674081,17.869473871018506,17.40352245660975,16.38121765090833,18.68975787159506,17.35031966408138,16.828656917642828,17.277424260884192,16.680676887265566,18.687772243664014,17.37824371467319,19.885914360489274,18.007589300035427,21.11273738467093,17.776010859306638,18.632862431071665,18.01141998273265,18.43729651754762,19.194555692061435,19.789994340249226,19.611777672451257,16.797184768331284,18.464515924249003,17.95739944801985,15.682339263174615,19.549270959639305,18.270800314741617,20.299174172498844,18.685156281797642,18.360279793442974,17.380500751558575,18.021023938331133,16.291261653919882,17.587445803876726,19.230836971320347,14.900717812466358,20.189041777982926,19.22332627466692,19.000411362143883,20.68117850357138,17.78753494200517,17.050378793810054,18.826120619525703,18.718687087464133,15.632577554449899,15.305728835951745,16.240080975962982,16.139498336737606,16.33312271683725,19.56158656512486,17.94252625113981,17.825200844009156,18.24094871992724,17.296795092422016,16.598309145377364,17.552562012252565,17.887544181591725,17.543663529328363
20.39892713806987,16.70153506241523,17.946584147007975,18.377388131435794,16.94662383367879,23.4783154081598,18.520561633046142,19.301405891488027,18.80615955661569,17.473733003087546,16.437163996457347,19.52163247137838,20.03946000880158,17.382361435780464,20.147356757924616,18.217896204375524,20.16363238775812,17.91290365801832,19.750319610562283,15.21810342019376,16.918653437437868,16.91258325948117,17.345872531549663,18.83691520325799,17.604397743417564,16.515547290853245,17.07478966486201,17.484255068369624,17.21051980253517,19.718520915376445,17.755687478309905,21.18925155057581,17.918224712931096,20.407495417261075,16.239889194737806,18.307819908471675,18.22469486857894,19.676596730970704,17.258210384240243,18.537657045540662,20.160213401117932,18.72997537058918,17.68011078267278,16.506911801698983,17.265063698931513,19.090344089483903,18.902996187572118,20.541134548142548,19.62748008334628,18.938489156627945,17.82638271657127,18.418197115851406,17.941358521110708,18.005709911491618,19.07917451001159,15.846156874982269,19.32805240473304,18.904186642334075,19.38488004897186,18.623297424874195,17.090803910716918,18.44468704725609,18.84986291719536,19.483105185737312,16.163747158015344,15.905483472337888,17.948910753066386,16.189241170256146,15.50345102393946,18.37949679675123,18.88209367801657,17.817211326593153,17.67643936565924,18.30909251076587,18.26931030070252,18.084311013417626,15.9301478153152,17.515517189941058
20.433611138252537,20.064713662574597,20.567960236133008,17.384375872816868,17.931054427004945,18.520561633046142,25.646122592951286,19.006647363292828,19.694615119978334,19.407196249485814,16.666010564189595,18.168057801217444,20.45353397624588,17.629218009622196,20.163360595370197,17.349455457388533,20.775366155500336,19.3632635394988,21.60696106676248,17.827365036755012,17.712081930503103,17.852926320538003,16.78792016602186,19.821405273287926,19.338174477192055,18.86570220780911,18.162319931518933,19.17319392807956,17.786849835127022,20.574230413922102,17.710691399572777,22.93366983821616,19.26199686936948,21.48470509213922,18.24523067852979,19.523129170704753,20.726321524224545,18.95892759973652,19.850883779621967,21.380837612379146,21.52683788950116,18.665557180499036,20.075938845014893,17.31792256192806,17.901488811298798,20.860413138035057,20.618072596738305,22.079537175711195,20.90262884765622,19.644274042518813,18.05825817110018,18.24492416808777,18.74468707849278,18.82973078671975,20.576570167262595,15.984987154706765,21.16492370014654,21.110144154675503,18.37814374698831,21.487871065382986,17.531191734681205,17.024313774464325,18.708156345768256,19.674631792324135,18.138561101507744,16.52025619902647,19.446014536018367,17.752107947666214,18.478908605974322,19.865349059255077,19.859104792484814,19.513157199233923,18.037108723077463,18.17475020090514,17.7010234342864,19.52132761252494,17.491697329982653,19.940060775523936
19.78180645855553,18.653541531987948,18.444347303949108,19.71185626420601,17.772879619274168,19.301405891488027,19.006647363292828,24.843100289922784,21.48657677558531,17.971059334210697,18.304779031868705,18.797913405818672,20.747430141000837,19.687269372092597,21.803366540876144,18.11340163422533,19.420158948085174,19.143841180370927,22.103222806779012,17.06268421132281,19.081766299313454,18.974931412407443,17.62415966161318,20.834657424131095,19.670658815560284,17.569663869302566,17.91474758110602,18.807153278211715,17.929721080581427,22.444834209990766,19.544567878050273,23.429646700318695,20.157673276954547,21.566320344545808,19.57917066871897,20.373826183036595,18.660609502800813,20.446861851478225,18.13344163970889,21.237759642393286,21.73853057888753,19.057642035751368,20.25384475429083,18.04837102817846,17.120870723567094,20.85035544294371,20.20965065112087,21.07940644984105,20.24440379305245,20.42706623718345,19.362132082039484,19.957484099094508,19.018785893318114,19.671931879917846,20.913583542828853,15.833638887705288,21.22248242098824,20.123484081548952,19.942091475860284,20.72263637597568,18.22618474287548,18.878335947585395,20.792426909408398,20.105239387826703,17.81748280994831,17.349099196438154,19.11806925472888,19.520358500798682,17.11669471166186,20.563307739817443,21.295108278882665,19.779735021419196,17.579187983598704,18.867760601492236,17.70188725307331,18.10259121963793,19.13812509551211,18.422929499199697
21.553955976269133,19.944346001182804,20.339888234411667,19.469540914495532,19.643213778646246,18.80615955661569,19.694615119978334,21.48657677558531,28.335966261413827,19.53339346368845,19.89216972229615,20.181357695128224,21.539274535493206,20.026092001370746,23.959123287040743,19.6740115224656,22.010189276444112,20.00324009875302,21.778635733649917,18.455240591919328,18.319914357726184,19.952878729681636,19.356929460190184,19.40364917201651,23.06980984389109,18.69111710809768,18.79483460751362,19.550522738241842,18.109491535329767,21.40676760812479,20.329112897313546,25.03093738264611,19.29171794910743,22.214876289497614,20.616423499246643,20.91973270350984,20.107084874232736,21.115955975086557,20.501871394727072,22.944924491024338,23.772815128189034,18.690962792831257,20.296554048153297,18.73520047807779,18.06626823032985,22.64537495540207,19.981450621182685,23.06406412481214,22.18171554364466,21.816789056333437,20.53639595382444,21.995592255834975,19.87676444615791,20.815242095574,22.296217542270576,17.601556796231037,21.847256835840845,23.326113767240972,19.930098247788404,22.011769994939396,19.144435535892246,18.441106479471816,21.72611360599071,20.68756885036575,18.72429686235333,16.894243723794148,19.097181376646592,19.475051158672926,18.794781648642903,22.942755923684448,20.638358499684045,20.77465527543248,20.446969798998897,20.350038484713476,19.566059073454284,17.885373088065684,19.946697950666504,20.266555143387873
20.194846936503076,17.849337980549937,17.074597624537,17.495520044460523,17.215975433205525,17.473733003087546,19.407196249485814,17.971059334210697,19.53339346368845,23.872193955293763,15.319797501482713,16.976046775081304,19.36653477086045,17.37971545900815,21.00525170839381,18.037375597411202,19.370112535935817,17.915707259713113,18.48522640741314,16.679231643292667,15.262936505462077,17.10200102399485,15.996485938107954,18.16267571151782,17.726801345725978,16.613448562244017,17.906325194075276,17.447884456930673,15.947990176106044,19.24267348226896,17.48426400808771,21.402965868341795,17.145186036653335,19.07517210989922,16.145464337887272,17.718123646944463,18.48259263458364,18.370936856966004,19.05925085253143,20.62665668715559,20.351319160699536,17.09208991092701,18.065226805672356,15.662441979359219,15.499808496936915,21.155242169747964,18.607403051874932,19.978489884183183,19.380312617449256,16.94256274649954,18.57859890180558,17.553684594310223,18.90234032490103,18.299597938729782,19.43060367710788,16.638777971514507,20.626199340259266,19.839766281078024,18.23862290463086,19.107645374310245,17.27413287508321,16.671402781462124,20.525796548485292,19.14377197285676,16.82963199172371,15.892232793574948,17.24408553076357,17.151034424170795,15.701555358696801,19.99209616052152,18.553052773768886,18.681139888730407,17.34330720712157,17.569293768790132,16.787052465377705,17.777250722415292,16.478042972070984,17.375612364045736
