x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66
24.484371877949755,17.85015454227509,15.574130642103823,20.677339798074215,18.15288385407749,16.991663625895942,16.77549925431178,19.15166264374803,17.742104632191356,21.44103226380125,16.65712568424241,17.428297370217084,17.667116986124007,18.338913223589262,15.825287457218502,17.165799414707937,19.003870489887287,19.7898040133489,16.490922276766273,18.502317165652325,15.184356149383499,15.613796697852452,17.819552197407155,17.49978455686951,19.121525382467752,17.029736618968652,17.395245706602584,19.012010028052813,17.391081307453792,18.109171102541655,17.169954663410508,16.57930501577582,17.83594321435617,14.88546641930475,19.336012896622698,15.778215136720448,16.758864201776095,17.240906239785357,18.072136786544295,16.861709541495877,14.765410475268276,15.64642981288915,15.987268433736597,16.99578313557305,17.37943955659625,18.37254728246213,18.765028172643138,15.985055746550813,18.351738961792925,18.18009580426451,17.032592787093154,18.029666607083225,16.812755205904544,15.875435395653334,17.625067842683347,17.989875899724534,17.922400145486435,19.220945925788662,15.666880116626363,15.85538420197661,16.623043583171334,15.452306950896988,14.956688913816453,18.80526744280843,18.277609657726668,17.574118079915646
17.85015454227509,21.248436000946626,12.285971513553807,18.692353454886714,15.980248874630922,16.27708848110487,15.29008284929249,17.609421290042572,16.59395413559637,18.475847761168417,14.831637031493836,16.373871574599093,15.030909171530096,15.991355245013834,15.405410486112059,13.641318822538038,16.036468395621267,17.246875970744853,14.361165079524957,15.029392755504361,14.828881766410785,14.12790219728119,15.218761201123591,15.65157201234136,15.734131086476033,15.68787849069883,17.05629833946971,16.865872775404256,14.720376931257729,16.646329959098875,16.390010379840845,15.22618533284115,17.027006518304677,13.416075388001898,16.50709523910028,14.71511753729238,14.04723860050182,15.719170679410817,16.145662739468122,14.252175359096956,14.292295663608046,14.300305454558686,14.109260574266962,15.140358593149054,16.65273372026995,17.82595357204705,16.750644724373,15.860485142881728,16.435528141040628,16.684234867725483,15.25950574648361,16.03070142720731,16.393161756545435,14.325092787708597,16.324326411362918,17.211815487663447,15.768536160832207,17.50201418318415,14.471924128496024,13.704161633496263,14.36573102146224,13.271288045742272,14.545349347534742,17.754056157345907,16.186534548359646,15.375387087758519
15.574130642103823,12.285971513553807,15.580969591664013,14.320946890550989,12.917378142042118,14.048266397935254,13.411048031226635,13.405586165254972,14.137961055434152,15.701024170865573,11.805334440701094,13.99101249263203,14.698806888978924,13.01107025696989,12.639066628117499,13.147101963232554,13.89445039086588,14.826131821167081,12.99252058123193,13.605984512348067,11.382325445840905,13.4020820398528,11.908626255283096,14.638599452332144,13.678488986507539,12.755360511084291,13.836301205029557,15.759517473256585,13.436612800574988,14.556253295125137,13.520436914514027,11.52090010628096,13.9713767791949,11.106286305400058,14.426653858437783,12.019237060815609,12.307285508017806,13.942839495738072,13.558008547322315,13.386767567011221,11.97412826783853,12.448228163029807,12.553268183079172,12.510325992803004,13.554781890433567,14.434551818171833,14.074069413658764,12.004037704020629,13.335289714104116,13.667511737081742,11.892496800861501,12.324087795544019,12.840485631503617,11.988165812489644,13.51893626494168,13.84586180209483,13.330594512878593,15.037992660073268,12.425393437218407,11.709794930599598,12.312310986471111,11.80147201158552,13.280488415481503,15.029248753916095,14.804886154036241,12.681028176684114
20.677339798074215,18.692353454886714,14.320946890550989,26.505679818671144,18.288525079208043,18.900277768977773,18.48882902018468,20.301627104384785,19.248972158542287,21.974942597596282,16.868750493472685,17.468616881080766,17.795046604370587,20.279826779603937,18.284535345335115,18.0130740227512,19.202423420033835,20.33372980561736,17.45480086914748,18.12141472187901,17.598253531723095,17.19327787258951,17.615775028840876,19.01161263271194,19.79166200046648,18.382829343617615,19.63318255263746,19.553334242506526,17.86044411557066,20.087095974313492,18.84258856804243,19.049665959216817,19.545492960125816,15.916695110666348,18.84012680783268,18.78932092462002,16.70602547488021,18.284540276112033,20.41463988712983,18.995078097700862,16.99623047959193,16.560249065692926,16.194046235054724,18.84823326159259,19.303753112505028,19.894795777196236,19.83693581151271,17.883713423862684,19.468261867863067,21.43660215196807,18.495300219708838,18.35659141572816,18.970812844761465,17.09581051350224,18.86070043274714,19.579574578433,19.51799349003216,20.57161608989422,18.019696767600827,16.150294775028975,17.399692269052437,15.451397156717514,18.45721095617809,20.22717784906681,18.11775823175748,19.73628156174225
18.15288385407749,15.980248874630922,12.917378142042118,18.288525079208043,24.022307943238832,16.680564786153553,17.915381686544944,18.30745407316538,17.284083980893694,19.851509097774983,16.721566316977608,18.083057225881447,16.87544585338962,18.538835026946593,17.02407101102245,16.66644125633115,17.75016410415713,17.389568997673038,15.24590714589403,15.832063699236643,16.53397690028693,14.723804183916373,17.209186035672207,17.220829892032807,18.98300795864588,16.779978271080722,16.707511864795293,19.625102068814996,15.581478671822465,17.283815492092607,16.930954852933592,17.201548836556302,17.623599571253475,15.12531144965246,17.201545886083917,16.588618995337487,14.820029911663655,16.942102257214998,16.403324950578696,16.409966306384838,13.625176146067547,15.292198574962322,16.985685294348524,15.98262384325146,16.156152121670136,17.045548962408926,19.148220297641593,16.24727486217961,15.908731103259122,18.443065386520207,15.786474915867888,17.72711887998915,16.34636879997537,14.829003340341815,16.915014935344136,18.78723261424774,16.839663347554794,18.471785733870927,15.519765104804062,15.125617296917518,15.375342594046145,14.517861282337234,15.154974452571787,18.588151064802076,14.898076474515616,16.69099508744623
16.991663625895942,16.27708848110487,14.048266397935254,18.900277768977773,16.680564786153553,22.97232123706039,17.304114062187875,18.11712263854038,18.828363762474254,20.277575290872896,16.228894572862618,17.276919298251997,17.313464561292026,16.13300787177764,15.632567135496584,15.868541985740222,16.478864729165764,17.715005586355794,14.240500044260605,16.937048221170038,14.956932258361853,17.77233436943619,16.087171202554327,17.811171761420095,17.93899792233071,17.309108786531084,17.976377083985177,19.82924196789156,16.848409000337227,18.198818845870832,16.68748058667316,16.502273876667243,18.64942140995618,13.962616120277305,17.8589118394632,15.874216692803644,16.385051789059535,16.513080454789794,18.70475472930789,16.25383551764514,15.679005896517095,15.336513770072575,16.445467427985292,17.994764268032686,16.660414662112426,18.335964851044906,18.792986310340016,15.689541594000875,19.385086995584967,16.653600693745876,15.444384841591404,16.40979326828355,17.166206946458026,16.55466782205708,17.544820121816247,17.452331981255828,16.7362146653953,18.492224347909236,16.631966647539482,14.162178546698764,16.287031428575308,16.252040620801683,16.681540059022357,18.326782389892625,17.673656884050633,16.850041499220456
16.77549925431178,15.29008284929249,13.411048031226635,18.48882902018468,17.915381686544944,17.304114062187875,22.110959909263546,16.985524297600154,17.830771542713773,19.04837045941838,15.137706178206303,15.854749402553844,18.658155063666612,17.084429124276312,15.044598404472305,16.301537428020367,18.292965388327247,16.570628729713793,16.176318627832927,15.464919447301563,14.775954351914404,15.838437069218273,16.235392224336014,18.15467983590611,20.129939131146124,16.100003929413752,17.698065901419664,18.86954306615392,15.308378101532826,17.125297058498752,15.712697080317575,18.35069171471561,16.949547907950492,13.651613718221093,17.80673690917168,16.671229999154484,15.654448531400382,16.302315695528524,16.968905561914266,15.187536639641849,14.849480498434492,14.923717956641575,16.089238227201637,18.633980804888598,16.141688927438967,18.062111361053244,18.629610566297664,14.757498049045617,16.920618226891573,17.60625920610255,16.76448591523909,16.466272052801536,17.020905013854513,14.995244713357113,16.189823062607058,17.556784072778346,18.559449099889832,17.895085501411774,14.656511244709879,15.374760390014078,15.001160030823682,14.720817208356515,14.84975253545314,18.324915854974034,17.081503134458043,16.848987408958898
19.15166264374803,17.609421290042572,13.405586165254972,20.301627104384785,18.30745407316538,18.11712263854038,16.985524297600154,24.810525524907824,19.26721589709272,21.16033411614294,16.392278354492007,18.49268996480684,17.16646211493518,17.615116327196727,16.28410843867577,16.832458415707396,17.651900131024515,19.84162440876272,15.158323507044749,17.037924160110787,16.818715377472063,17.726725451314515,17.44169148639975,18.19623826566432,18.51062476697499,18.51314959746057,20.18800539002236,20.58465641232355,15.473055465173925,19.298755078644568,18.526088296346188,17.09289091131563,18.804955912647706,15.485629879346119,19.39969217988417,16.449595154062553,16.187415221819002,17.486486355883024,19.399448896817823,18.301172564557287,14.80150923244634,15.169368231904661,16.880563921599066,18.25564630817105,17.02222082810665,18.933223720757137,20.80321396982497,17.090400152307694,19.223181657823723,18.46359686596912,16.802565411324657,17.94361269681491,18.35567267499476,16.887791378690906,17.554242487428592,19.68861752346163,19.148596102495016,19.08575972466294,17.600624325988818,16.27083454325103,16.768688827453932,16.38203151913427,17.014488887315906,20.605754710684405,16.920341893409304,18.67091518361289
17.742104632191356,16.59395413559637,14.137961055434152,19.248972158542287,17.284083980893694,18.828363762474254,17.830771542713773,19.26721589709272,23.810406066853563,20.72375030703803,16.18489949536596,18.445090113870375,16.28196443358074,16.28271958483682,17.00495533996644,16.242696392153942,17.9944458454746,18.98161401041254,15.77478277021913,16.837601278804325,16.199642863842847,16.478745720412068,17.321444903320558,20.112063904113626,17.999050367913778,16.727334675815868,19.274040996116238,20.62017483157437,16.343794948264247,17.17891877050268,18.062017948325554,17.33915432047152,19.14143537706964,14.571160048694589,18.394938041781224,16.90049885904856,16.128538844464252,16.660466523140567,17.174700830591355,16.665708644156165,15.275431893007736,16.097986175640564,16.93060849119896,17.99930119916679,16.288974266077027,19.110799115312222,18.998575979237437,17.01829113390355,17.918126358218792,16.343171603448766,15.717585667933559,17.899616353225426,17.326572153607007,14.69036284963239,16.848388317502458,18.696573813382685,17.28678577381493,19.213718723756664,16.603353515687896,15.243410725348127,15.746825199201503,15.807692431919858,16.035703573607865,18.747256598156444,17.0811939808801,18.24953671012417
21.44103226380125,18.475847761168417,15.701024170865573,21.974942597596282,19.851509097774983,20.277575290872896,19.04837045941838,21.16033411614294,20.72375030703803,27.802316621702722,18.55149823438239,18.905358170366988,18.68964174874124,18.408335713707334,18.39846222121504,17.87452762157018,19.46566504930047,19.790455359414647,16.924080084861476,18.58546177475144,18.757209229706366,18.61375870005272,19.763345066130896,19.725782761265005,21.229589358766876,18.983655956895223,21.21962162912087,22.937102240778046,19.427135308461548,19.414869881687267,19.270705200848703,17.643387103595582,20.95122023992253,16.30663139682436,20.590067333066525,17.53097221154676,18.584496799997837,17.89210393613408,20.2094631855779,19.181134158607815,16.716019382547117,17.091959143294233,17.70499739659629,19.589160473516415,19.013454264907118,19.548421172149958,21.53893512087865,18.70671995645894,19.53473640471016,20.053596901771595,17.503294807146958,21.189706547816396,17.64216848477018,17.483376475408708,18.6671246618173,21.262619654169423,19.26479475201333,21.979658703594765,18.535894618910174,16.88232637004272,17.17049555566262,17.364405230765357,16.39716480613667,21.90339963763129,17.999075578913477,19.65936780566062
